"Label"	"File"	"Line"	"Lines"	"Media"	"Text"	"Menu"	"Events"
"HunterClubApplyTrade"	"game\Town\HunterClub.rpy"	"725"	"13"	""	"$ MainTxt = str(_trade_result.get(""text"", """") or """") || $ CurLocDesc = MainTxt"	""	""
"FridayDance"	"game\Town\Market\FridayDance.rpy"	"32"	"74"	"call ShowImage("""", """", ""images/market/LocFridayDance.jpg"") || call ShowImage("""", """", ""images/market/LocFridayDance.jpg"")"	""	"menu:"	"call checkTriggers(""FridayDance"", ""enter"", 0) || call checkTriggers(""FridayDance"", ""amanda_dance_legare"", 0) || call checkTriggers(""FridayDance"", ""amanda_dance_mc"", 0)"
"CheckIfAmandaGoneDance"	"game\Town\Market\FridayDance.rpy"	"106"	"15"	""	""	""	""
"FridayDanceCounterShow"	"game\Town\Market\FridayDance.rpy"	"121"	"7"	""	""	""	""
"MarketPlace"	"game\Town\Market\MarketPlace.rpy"	"94"	"90"	"vscene scene_image || vscene scene_image || call ShowImageSeq(""mongol"", """", ""portrait"", 3)"	"$ MainTxt = ""Сегодня воскресенье и рынок закрыт."" || $ CurLocDesc = MainTxt || $ MainTxt = _market_room.schedule.closed_text"	"$ current_action_items = [MenuItem(""Вернуться к трактиру"", movement_actions(""StreetTavern"", navigation_group_travel_minutes()))] || $ current_action_items.insert(0, MenuItem(""Подойти к караулке и колодкам"", movement_actions(""CityGuard"", 10))) || $ current_action_items.insert(0, MenuItem(""Идти в гости в дом к вдове Блэнкеншип"", movement_actions(""BeckyHomeFront"", 10)))"	"call checkTriggers(""MarketPlace"", ""enter"", 0)"
"story_city_blind_pirate_fall_0"	"game\Town\Market\MarketPlace.rpy"	"184"	"13"	"vscene ""images/market/blindPirate.png"""	""	"menu:"	""
"MarketPlaceObjectMenu"	"game\Town\Market\MarketPlace.rpy"	"197"	"36"	""	"$ MainTxt = _market_object.description || $ CurLocDesc = MainTxt"	"current_action_items.append(MenuItem(_market_action.label, Call(""MarketPlaceObjectText"", object_id, _market_action.action_id))) || current_action_items.append(MenuItem(_market_action.label, Call(_market_action.target, *_market_args))) || current_action_items.append(MenuItem(_market_action.label, Jump(_market_action.target)))"	""
"MarketPlaceObjectText"	"game\Town\Market\MarketPlace.rpy"	"233"	"23"	""	"MainTxt = _object_text || CurLocDesc = _object_text"	""	""
"MarketPlaceApproachMongol"	"game\Town\Market\MarketPlace.rpy"	"256"	"16"	"vscene scene_image"	"$ MainTxt = ""Увидев, что вы направляетесь к нему, мужик обрадовался еще больше, хлопнул себя по ляжкам и воскликнул: 'Ай-нэ-нэ!'\n\nПротянув вам руку он представился: 'Монголом меня кличут. Я тут парувэла, в смысле коняшку продаю.'\n\n'Купишь ты коня прекрасного очень дешево, всего за [_mongol_horse_price] мараведи! Ну что, по рукам?'"" || $ CurLocDesc = MainTxt || $ MainTxt = ""'Стефан, друг мой, посмотри какой у меня замечательный конь! Тебе я его всего за [_mongol_horse_price] мараведи отдам!'"""	""	""
"MarketPlaceTalkMongol"	"game\Town\Market\MarketPlace.rpy"	"272"	"6"	""	""	""	""
"PortStreets"	"game\Town\PortStreets.rpy"	"92"	"34"	"vscene scene_image || vscene _port_temple_road_pic || call ShowImageSeq(""georgett"", ""port"", ""port"", 3)"	"$ CurLocDesc = PortStreetsRoom.descriptions[0].text || $ MainTxt = CurLocDesc || $ CurLocDesc = MainTxt"	""	""
"PortStreetsBackAlley"	"game\Town\PortStreets.rpy"	"126"	"26"	"vscene scene_image"	"$ MainTxt = ""Вы сворачиваете с портовой улицы в темную подворотню Лизетты. Из глубины уже доносятся приглушенные звуки."" || $ MainTxt = ""Вы сворачиваете с портовой улицы в знакомую подворотню Жоржетты. Из темноты доносится возня и приглушенные голоса."" || $ MainTxt = ""Вы проверяете подворотню, но сегодня здесь пусто."""	"menu:"	""
"PortStreetsBottleMenu"	"game\Town\PortStreets.rpy"	"152"	"23"	""	"$ MainTxt = _port_bottle.description || $ CurLocDesc = MainTxt"	"current_action_items.append(MenuItem(_port_bottle_action.label, Call(_port_bottle_action.target))) || current_action_items.append(MenuItem(""Назад"", [SetVariable(""current_action_title"", ""Действия""), SetVariable(""current_action_content"", None), SetVariable(""current_action_items"", port_streets_action_items()), Function(main_ui_restart_interaction)]))"	""
"PortStreetsExamineLanes"	"game\Town\PortStreets.rpy"	"175"	"13"	"vscene _port_lanes_picture"	"$ MainTxt = ""В этих темных углах любой искатель приключений может найти острые ощущения, которые удовлетворят его вкусы, а при неудаче, возможно, и его смерть."" || $ CurLocDesc = MainTxt"	""	""
"PortStreetsExamineEmptyBottle"	"game\Town\PortStreets.rpy"	"188"	"7"	""	"$ MainTxt = ""Обычная пустая стеклянная бутылка. Если ее отмыть, она еще вполне пригодится в хозяйстве."" || $ CurLocDesc = MainTxt"	""	""
"PortStreetsTakeEmptyBottle"	"game\Town\PortStreets.rpy"	"195"	"11"	""	"$ MainTxt = ""Вы подбираете пустую бутылку. Стекло цело, и если ее как следует отмыть, она еще пригодится."" || $ CurLocDesc = MainTxt"	""	""
"TownRandomChronicleEvent"	"game\Town\RandomTownEvents.rpy"	"425"	"17"	""	"$ MainTxt = TownStreet.last_event_text || $ CurLocDesc = MainTxt"	"menu:"	""
"TownStreetHelpEvent"	"game\Town\RandomTownEvents.rpy"	"442"	"23"	""	"$ MainTxt = ""У стены сидит измученный человек. По виду это %s - %s. Он просит не денег, а куска еды и места, где можно переждать ночь. Рядом двое прохожих делают вид, что не слышат."" % (_town_ctx.get(""help_name"", ""бродяга""), _town_ctx.get(""help_job"", ""без ремесла"")) || $ CurLocDesc = MainTxt"	"menu:"	""
"TownStreetHelpRecruit"	"game\Town\RandomTownEvents.rpy"	"465"	"10"	""	"$ MainTxt = ""Вы обещаете еду, угол в конюшне и простую грязную работу. Человек хватается за это предложение так, будто вы протянули ему не хлеб, а целую жизнь. Если он не сбежит от страха, утром у трактира появится новый чернорабочий."" || $ CurLocDesc = MainTxt"	""	""
"TownStreetHelpMoney"	"game\Town\RandomTownEvents.rpy"	"475"	"12"	""	"$ MainTxt = ""Вы даете пару мараведи. Благодарность выходит тихой и неловкой, но несколько прохожих это замечают."" || $ MainTxt = ""Вы хлопаете по пустому кошелю и понимаете, что сейчас вам самому впору просить милостыню."" || $ CurLocDesc = MainTxt"	""	""
"TownStreetThugsEvent"	"game\Town\RandomTownEvents.rpy"	"487"	"21"	""	"$ MainTxt = ""Из бокового переулка вы слышите короткий вскрик. Двое крепких парней прижимают к стене растерянного горожанина и выворачивают ему руки. Увидев вас, один ухмыляется: «Проходи мимо, трактирщик. Не твое дело»."" || $ CurLocDesc = MainTxt"	"menu:"	""
"TownStreetThugsFight"	"game\Town\RandomTownEvents.rpy"	"508"	"35"	""	"$ MainTxt = str(MainTxt or """") + ""\n\nВы отбили прохожего у громил. На улице это быстро запоминают: репутация +3, слава трактира +1."" || $ CurLocDesc = MainTxt || $ MainTxt = str(MainTxt or """") + ""\n\nГромилы уходят, убедившись, что вы больше не мешаете. Прохожие делают вид, что ничего не видели."""	"menu:"	""
"TownStreetThugsShout"	"game\Town\RandomTownEvents.rpy"	"543"	"44"	""	"$ MainTxt = ""Вы громко зовете стражу и называете ближайшие дома так уверенно, будто уже знаете, куда побежите за подкреплением. Громилы переглядываются, ругаются и отступают в переулок. Прохожие запоминают, что вы не прошли мимо: репутация +2, дурная слава +4."" || $ CurLocDesc = MainTxt || $ MainTxt = str(MainTxt or """") + ""\n\nКрик не испугал громил, зато драка закончилась в вашу пользу. Прохожие запоминают это: репутация +2."""	"menu: || menu:"	""
"TownStreetPatrolEvent"	"game\Town\RandomTownEvents.rpy"	"587"	"35"	"vscene scene_image"	"$ MainTxt = ""Из темноты выступает ночной патруль капитана Циммера. Старший лениво поднимает фонарь к вашему лицу: «Комендантский час, добрый человек. Документы, пропуск или деньги. А если нет - пройдем до колодок»."" || $ CurLocDesc = MainTxt"	"menu:"	""
"TownStreetPatrolPass"	"game\Town\RandomTownEvents.rpy"	"622"	"10"	""	"$ MainTxt = ""Вы показываете пропуск с отметкой капитана Циммера. Старший патруля недовольно кривится, но возвращает бумагу и велит не шататься без дела."" || $ MainTxt = ""Никакого пропуска у вас нет. Старший патруля смотрит на пустые руки с усталой усмешкой."" || $ CurLocDesc = MainTxt"	""	""
"TownStreetPatrolBribe"	"game\Town\RandomTownEvents.rpy"	"632"	"14"	""	"$ MainTxt = ""Монеты быстро исчезают в руке старшего. Патруль сразу теряет к вам интерес, будто никакого комендантского часа и не было. Вы теряете десять минут, дурная слава снижается на 3, но слух о ночной плате слегка бьет по славе трактира."" || $ CurLocDesc = MainTxt"	""	""
"TownStreetPatrolHide"	"game\Town\RandomTownEvents.rpy"	"646"	"13"	""	"$ MainTxt = ""Вы вовремя ныряете в темный проход, пережидаете шаги патруля и выбираетесь уже на другой стороне улицы. Обход занимает двадцать минут: исследование +8, дурная слава +1."" || $ MainTxt = ""Вы пробуете уйти дворами, но задеваете ведро. Патруль мгновенно разворачивается на шум."" || $ CurLocDesc = MainTxt"	""	""
"TownStreetPatrolRun"	"game\Town\RandomTownEvents.rpy"	"659"	"14"	""	"$ MainTxt = ""Вы срываетесь с места и уходите от патруля через узкие проходы. За спиной ругаются, но догнать вас уже не могут. Побег занимает пятнадцать минут: исследование +10, дурная слава +4, слава трактира -1."" || $ MainTxt = ""Вы бросаетесь бежать, но улица оказывается слишком открытой. Вас сбивают древком алебарды и поднимают уже под смех патрульных."" || $ CurLocDesc = MainTxt"	""	""
"TownStreetPatrolFight"	"game\Town\RandomTownEvents.rpy"	"673"	"31"	""	"$ MainTxt = str(MainTxt or """") + ""\n\nВы отбились от патруля, но это уже не мелкая ссора с ночной стражей. Дурная слава +18, слава трактира -3."" || $ CurLocDesc = MainTxt || $ MainTxt = str(MainTxt or """") + ""\n\nВы уходите от патруля, но теперь вас будут искать внимательнее: дурная слава +4."""	"menu:"	""
"TownStreetPatrolStocks"	"game\Town\RandomTownEvents.rpy"	"704"	"14"	""	"$ MainTxt = ""Патруль тащит вас к колодкам. Ночь проходит унизительно: холод, смех поздних прохожих и тупая боль в плечах. К утру о вашем приключении уже знают слишком многие."" || $ CurLocDesc = MainTxt"	"menu:"	""
"DebugTownRandomEvents"	"game\Town\RandomTownEvents.rpy"	"718"	"24"	""	"$ MainTxt = ""День: %s\nСлот времени: %s\nСобытий сегодня: %s/2\nПлан: %s\nСработали локации: %s\nСработали события: %s\nКлючи: %s\nКулдауны: %s"" % (calendar_v2.daysInGame, calendar_v2.time_slot(), TownStreet.events_today, TownStreet._screen_text(_debug_town_plan), TownStreet._screen_text(TownStreet.fired_locations_today), TownStreet._screen_text(TownStreet.fired_labels_today), TownStreet._screen_text(TownStreet.story_seen_keys), TownStreet._screen_text(TownStreet.cooldowns)) || $ CurLocDesc = MainTxt"	"menu:"	""
"StolyarWorkshop"	"game\Town\StolyarWorkshop.rpy"	"62"	"78"	"call ShowImageSeq(""general"", """", ""LocArtisansQuarter"", 4) || call ShowImageSeq(""general"", """", ""LocArtisansQuarter"", 4) || call ShowImageSeq(""draupnir"", """", ""dwarf"", 3)"	"$ MainTxt = CurrentRoom.schedule.closed_text || $ CurLocDesc = MainTxt || $ MainTxt = ""Мастерская закрыта, мастер Драупнир работает над вашим заказом."""	"$ current_action_items = [MenuItem(""Вернуться в квартал ремесленников"", movement_actions(""ArtisansQuarter"", 10))] || $ current_action_items = [MenuItem(""Вернуться в квартал ремесленников"", movement_actions(""ArtisansQuarter"", 10))]"	""
"StolyarWorkshopLook"	"game\Town\StolyarWorkshop.rpy"	"140"	"6"	""	"$ MainTxt = ""Мастер Драупнир - типичный гном, невысокий и коренастый. Он около полутора метров роста и почти такой же в плечах, с окладистой рыжей бородой и огненными волосами. Он одет в штаны, кожаную жилетку с множеством ремешков и карманов, из которых торчат разнообразные инструменты, и деревяные башмаки. Он постоянно что-то пилит и строгает, отвлекаясь только на то, чтобы произвести в уме или на пальцах подсчеты будущих барышей. Вам ничего не известно о его семье или родне."" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopAskSlogan"	"game\Town\StolyarWorkshop.rpy"	"146"	"7"	""	"$ MainTxt = ""Вы рассказали мастеру Драупниру что вывеска на вашем трактире совсем обветшала. Что, в свою очередь, приводит к неисчислимым бедствиям для вас, а конкретно к тому, что далеко не все, кто зашел бы именно в ваш трактир действительно туда заходят. Из чего проистекает ваше текущее стесненное в средствах положение. После этого жалобного рассказа вы осторожно поинтересовались у мастера Драупнира, сколько будет стоить починить вывеску и нельзя ли это сделать в рассрочку. Мастер Драупнир внимательно выслушал вашу историю, но только и соизволил ответить: 'Двести мараведи. Вперед.' Дальнейшие уточнения на предмет не оговорился ли он и обязательно ли платить вперед ни к чему не привели."" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopPaySlogan"	"game\Town\StolyarWorkshop.rpy"	"153"	"8"	""	"$ MainTxt = ""Скрепя сердце вы отсчитали 200 мараведи мастеру Драупниру. Собрав свои инструменты работящий гном направил свои стопы к вашему трактиру."" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopAskHole"	"game\Town\StolyarWorkshop.rpy"	"161"	"7"	""	"$ MainTxt = ""Вы рассказали мастеру Драупниру что, после появления в вашем заведении веселых девушек, в задней комнате стали происходить интересные вещи. Однако полностью оценить их интересность вы не можете, по причине досадного наличия отстутствия хорошего обзора. После этого вы поинтересовались, не имеется ли у мастера Драупнира длинного сверла, а также не хочет ли он, в компании с оным сверлом, навестить ваше заведение. Мастер Драупнир внимательно выслушал вашу историю, но только и соизволил ответить: 'Сто мараведи. И делать это, как ты сам понимаешь, надо с утра.'"" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopPayHole"	"game\Town\StolyarWorkshop.rpy"	"168"	"10"	""	"$ MainTxt = ""Скрепя сердце вы отсчитали 100 мараведи мастеру Драупниру. Взяв с собой дрель, стамески, пилу и еще пару инструментов, работящий гном отправился к вашему трактиру. Впрочем, долго он там не задержался, вернувшись и отрапортовав что все сделанно, потайное окошко готово."" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopAskGlory"	"game\Town\StolyarWorkshop.rpy"	"178"	"7"	""	"$ MainTxt = ""Вы рассказали мастеру Драупниру об новинке про которую вы слышали - глорихоле. Ну и о том, что вы хотели бы устроить таковую в своем трактире. Ну и что работы там всего чуть-чуть - сделать ширмочку, занавески, просверлить дырки, отполировать, покрасить и еще кое-чего по мелочи, может можно мараведи в 20 уложиться? А, да, еще и сделать так чтобы вы могли незаметно проверить, что там делается, ведь это совсем просто. Может еще 5 или даже 7 мараведи сверх. Вместе с материалами? Мастер Драупнир внимательно выслушал вашу историю, судя по всему на этот раз идея гному понравилась. Но все таки цену он заломил немножко выше предложенной: 'Семьсот мараведи. Ну и да, работа на весь день, начинать надо с утра.'"" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopPayGlory"	"game\Town\StolyarWorkshop.rpy"	"185"	"8"	""	"$ MainTxt = ""Жестоко задавив в себе жабу пока она еще была в состоянии головастика, вы отсчитали 700 мараведи мастеру Драупниру. Загрузив ослика досками, собрав в ящичек разнообразные инструменты, а в специальный мешок ткани для занавески, трудолюбивый гном потопал к вашему трактиру."" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopAskSoapBarrel"	"game\Town\StolyarWorkshop.rpy"	"193"	"7"	""	"$ MainTxt = ""Вы расспросили мастера Драупнира о бочке с дырчатым дном, через которую можно готовить щелок для мыла. Гном почесал бороду, прикинул доски и буркнул: 'Сделаю. Семьдесят пять мараведи. Но ставить надо с утра, а потом жди, пока зола настоится.'"" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopPaySoapBarrel"	"game\Town\StolyarWorkshop.rpy"	"200"	"10"	""	"$ MainTxt = ""Вы отсчитали мастеру Драупниру 75 мараведи. Ворча себе под нос, он собрал инструменты, дошел до вашего заднего двора и поставил там зольную бочку для щелока."" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopAskDogBooth"	"game\Town\StolyarWorkshop.rpy"	"210"	"7"	""	"$ MainTxt = ""Вы спрашиваете мастера Драупнира, не сможет ли он сколотить простую, но крепкую собачью будку для заднего двора. Гном прикидывает расход досок и бурчит: 'Сто мараведи. И ставить буду с утра.'"" || $ CurLocDesc = MainTxt"	""	""
"StolyarWorkshopPayDogBooth"	"game\Town\StolyarWorkshop.rpy"	"217"	"5"	""	""	""	""
"StreetTavern"	"game\Town\StreetTavern.rpy"	"114"	"39"	"call ShowImageSeq(""general"", """", ""LocStreetTavern"", 2)"	"CurLocDesc = ""\n\n"".join([part for part in _street_desc_parts if str(part or """").strip()]) || MainTxt = CurLocDesc"	""	""
"StreetTavernObjectMenu"	"game\Town\StreetTavern.rpy"	"153"	"24"	""	"$ MainTxt = str(_street_object.description or """") || $ CurLocDesc = MainTxt"	"current_action_items.append(MenuItem(""Назад"", ["	""
"StreetTavernExamineSignboard"	"game\Town\StreetTavern.rpy"	"177"	"10"	""	""	""	""
"EllonaBirthPrayMenu"	"game\Town\Temple\EllonaBirthPrayMenu.rpy"	"4"	"89"	""	""	""	""
"EllonaTemple"	"game\Town\Temple\EllonaTemple.rpy"	"76"	"37"	"vscene scene_image || call ShowImageSeq(""ellona"", """", ""Fran"", 4)"	"CurLocDesc = ""\n\n"".join([part for part in _ellona_desc_parts if str(part or """").strip()]) || MainTxt = CurLocDesc || $ MainTxt = CurLocDesc + ""\n\nДверь родильной на миг открывается. Усталая Франческа выходит наружу с тазом испачканных тряпок, не задерживаясь ни на разговоры, ни на объяснения. Затем дверь снова закрывается. Франческа занята, и в родильную сейчас не пройти."""	""	""
"EllonaBirthRoom"	"game\Town\Temple\EllonaTemple.rpy"	"113"	"23"	"call ShowImageSeq(""ellona"", """", ""Fran"", 4)"	"$ CurLocDesc = _room.descriptions[0].text || $ MainTxt = CurLocDesc"	""	""
"story_ellona_temple_sunday_stories"	"game\Town\Temple\EllonaTempleEvents.rpy"	"1"	"7"	"vscene ""images/ellona/Fran5.png"""	""	""	""
"EllonaTempleMenu"	"game\Town\Temple\EllonaTempleMenu.rpy"	"4"	"19"	""	""	"menu:"	""
"EllonaTempleStatue"	"game\Town\Temple\EllonaTempleMenu.rpy"	"23"	"7"	"call ShowImage("""", """", ""images/ellona/statue1.jpg"")"	"$ MainTxt = ""В центре небольшого дворика-клуатра располагается статуя Эллоны. Ничего особо примечательного в ней нет, похожие скульптуры есть в любом храме этой богини. Впрочем, богиня плодородия популярна в деревнях, в торговом же граде Коитополисe Ильматер пользуется большим почетом. Это заметно и здесь: хоть храм и посвящен Эллоне, она изваянна совокупляющейся с великим богом. Одетая только в зеленый вышитый шарфик богиня сидит на обнаженном Ильматере, широко раскинув руки. Под ее правой рукой в поле наливаются колосья зерна, а под левой раскинулась фруктовая рощица, полная сочных плодов. Ваятель действительно был мастером, мраморные деревья и пшеница выглядят почти как настоящие."" || $ CurLocDesc = MainTxt"	""	""
"EllonaTempleAnteaPortrait"	"game\Town\Temple\EllonaTempleMenu.rpy"	"30"	"7"	"call ShowImage(""ellona"", """", ""ante1"")"	"$ MainTxt = ""Портрет Антеи, Грации добрачной любви, висит справа от входа в храм. Младшая из Граций изображенна на нем в виде совсем юной девушки, окруженной тремя поклонниками. Не слишком скромные ее одежды в полном беспорядке, неизвестный юноша, по виду ее ровесник, крепко тискает Антею за попку, взрослый мужчина высвободил ее грудь и теребит сосок, а молодой парень задрал ее платье и ласкает укромное местечко развратницы. В отдалении за забавами дочери с благосклонной улыбкой наблюдает Эллона. Углы картины занимают небольшие миниатюры: на первой из них Эллона направляет чей-то член в девственное влагалище дочери. Капельки крови стекают по бедрам Антеи а выражение ее личика показывает смесь боли и наслаждения. На остальных трех Антея делает минет или отдается трем изображенным на основной картине ухажерам."" || $ CurLocDesc = MainTxt"	""	""
"EllonaTemplePhaenaPortrait"	"game\Town\Temple\EllonaTempleMenu.rpy"	"37"	"7"	"call ShowImage("""", """", ""images/ellona/ante2.jpg"")"	"$ MainTxt = ""Портрет Фаены, Грации проституции и продажной любви, висит слева от входа в храм. Прекрасная Фаена изображенна стоящей на углу городской улицы в короткой юбчонке и прозрачной, не скрывающей ее полные груди блузке. В левой руке она держит кошелек а пальчиком правой она призывно манит прохожих. По краям портрета изображенны многочисленные сценки, на которых сребролюбивая Грация отдается морякам, школярам, степенным жрецам, крестьянам, приехавшим в город по делам, благородным вельможам, почтенным бюргерам и многим другим."" || $ CurLocDesc = MainTxt"	""	""
"EllonaTempleAglaPortrait"	"game\Town\Temple\EllonaTempleMenu.rpy"	"44"	"9"	"call ShowImage("""", """", _ellona_agla_pic)"	"$ MainTxt = ""Вы подняли глаза на висящую над входом в комнату для родов картину, уже догадываясь кого вы на ней увидите. И точно, на ней была изображенна Аглая, Грация беременности и родов. Прогнав видение десятника Ясненько поздравляющего с удачной догадкой сотника Очевидность, вы рассмотрели живопись повнимательней. На холсте было запечатленно множество сценок из жизни сей достойной Грации. На одной Аглую насаживает на весу на свой член могучий рыцарь, заливая ее киску своей спермой. На другой она дарит свою благосклонность сразу пятерым героям, а на третьей герои уже обессилено лежат вокруг залитой их семенем Аглаи. Вот обнаженная Грация рассматривает свое увеличившееся пузико. А вот Аглая, находящаяся, судя по животу, на девятом месяце, задорно скачет на чьем-то члене. В центре же композиции художник поместил богиню Эллону, принимающую роды у дочки. В изголовье же рожающей Аглаи стоит Ильматер, осеняющей ее своим, прогоняющим боль и помогающим деторождению, благославением. А в самом верху картины изображена Эллона, протягивающая младенца счастливой Аглае."" || $ CurLocDesc = MainTxt"	""	""
"EllonaTemplePasiphaeaPortrait"	"game\Town\Temple\EllonaTempleMenu.rpy"	"53"	"7"	"call ShowImage("""", """", ""images/ellona/ante2.jpg"")"	"$ MainTxt = ""Картина, посвященная Пасифее, Грации брака и любви, висит справа от входа в родильную комнату. Она разделена на четыре части: на первой из них изображенна страстно целующаюся влюбленная пара на свидании где-то в саду, парень, не теряя времени, расстегнул штаны и лихорадачно раздевает свою возлюбленную. На второй они же празднуют свадьбу, причем животик невесты уже явно округлился, жених же жестом собственника обнимает одной рукой ее грудь а другой живот, не смущаясь завистливых и похотливых взглядов гостей. На третьей та же пара активно сношается в спальне на огромной кровати. На четвертой зрелая, но все еще прекрасная Пасифея, встав на колени под большим раскидистым деревом, отсасывает у своего постаревшего мужа. На заднем плане же изображенна толпа их детей."" || $ CurLocDesc = MainTxt"	""	""
"EllonaTempleThaliaPortrait"	"game\Town\Temple\EllonaTempleMenu.rpy"	"60"	"7"	"call ShowImageSeq(""ellona"", """", ""tali"", 2)"	"$ MainTxt = ""Портрет Талии, Грации страсти и похоти, висит слева от входа в родильную комнату. Талия, прекрасная молодая женщина, стоит на четвереньках обнаженная, а ее окружают мужчины разных рас и цветов со вздыбленными членами. Высокий эльф сношает Грацию сзади, она же отсасывает какому-то гному и при этом одновременно надрачивает члены двум здоровенным варварам. Остальные, жадно рассматривая происходящее, ждут своей очереди. Тело Талии покрыто белыми каплями спермы, она стекает у нее по ляжкам, висит в золотых волосах, покрывает груди."" || $ CurLocDesc = MainTxt"	""	""
"EllonaBirthRoomMenu"	"game\Town\Temple\EllonaTempleMenu.rpy"	"67"	"9"	""	""	"menu:"	""
"GiveBirth"	"game\Town\Temple\GiveBirth.rpy"	"4"	"395"	""	""	"menu: || menu: || menu:"	""
"story_give_birth_sandra"	"game\Town\Temple\GiveBirthEvents.rpy"	"1"	"5"	""	""	""	""
"story_give_birth_melissa"	"game\Town\Temple\GiveBirthEvents.rpy"	"6"	"5"	""	""	""	""
"story_give_birth_amanda"	"game\Town\Temple\GiveBirthEvents.rpy"	"11"	"5"	""	""	""	""
"story_give_birth_becky"	"game\Town\Temple\GiveBirthEvents.rpy"	"16"	"5"	""	""	""	""
"story_give_birth_inga"	"game\Town\Temple\GiveBirthEvents.rpy"	"21"	"5"	""	""	""	""
"story_give_birth_georgett"	"game\Town\Temple\GiveBirthEvents.rpy"	"26"	"5"	""	""	""	""
"story_give_birth_liza"	"game\Town\Temple\GiveBirthEvents.rpy"	"31"	"3"	""	""	""	""
"GiveBirthFinish"	"game\Town\Temple\GiveBirthFinish.rpy"	"4"	"69"	"call ShowImage("""", """", ""images/ellona/afterBirth.png"")"	""	"menu: || menu:"	""
"GiveBirthStep2"	"game\Town\Temple\GiveBirthStep2.rpy"	"4"	"50"	"call ShowImage("""", """", ""images/ellona/ante2.jpg"")"	""	"menu:"	""
"WineStore"	"game\Town\WineStore.rpy"	"133"	"35"	"vscene scene_image || vscene scene_image"	"$ MainTxt = CurrentRoom.schedule.closed_text || $ CurLocDesc = MainTxt || $ MainTxt = wine_store_entry_text()"	""	""
"WineStoreObjectMenu"	"game\Town\WineStore.rpy"	"168"	"28"	""	"$ MainTxt = str(_wine_object.description or """") || $ CurLocDesc = MainTxt"	"current_action_items.append(MenuItem(_wine_action.label, Call(""WineStoreObjectText"", object_id, _wine_action.action_id))) || current_action_items.append(MenuItem(""Назад"", [SetVariable(""current_action_title"", ""Действия""), SetVariable(""current_action_content"", None), SetVariable(""current_action_items"", wine_store_action_items()), Function(main_ui_restart_interaction)]))"	""
"WineStoreObjectText"	"game\Town\WineStore.rpy"	"196"	"15"	""	"MainTxt = str(_wine_action.target or """") || CurLocDesc = MainTxt"	""	""
"WineStoreBuyStockMenu"	"game\Town\WineStore.rpy"	"211"	"23"	""	"$ MainTxt = str(result_text or """") || $ MainTxt = ""В этом погребке вы можете купить вино для вашего трактира, по 14 мараведи за бочонок."" || $ CurLocDesc = MainTxt"	"$ current_action_items = [MenuItem(""Ничего не покупать"", Call(""WineStoreBuyStockApply"", 0, 0, 0))] || $ current_action_items.append(MenuItem(""Купить один бочонок"", Call(""WineStoreBuyStockApply"", 14, 10, 1))) || $ current_action_items.append(MenuItem(""Купить пять бочонков"", Call(""WineStoreBuyStockApply"", 14 * 5, 50, 5)))"	""
"WineStoreBuyStockApply"	"game\Town\WineStore.rpy"	"234"	"21"	""	"$ MainTxt = ""Вы решили пока ничего не покупать."" || $ MainTxt = ""Вы купили бочонок вина. %s говорит вам, что ваш заказ будет доставлен в \""Дикий жеребец\"" немедленно."" % wine_store_seller_name() || $ MainTxt = ""Вы купили пять бочонков вина. %s говорит вам, что ваш заказ будет доставлен в \""Дикий жеребец\"" немедленно."" % wine_store_seller_name()"	""	""
"before_load"	"game\TractirSaveSync.rpy"	"441"	"5"	""	""	""	""
"after_load"	"game\TractirSaveSync.rpy"	"446"	"5"	""	""	""	""
"EventFightSmall"	"game\Utilities\Fight\EventFightSmall.rpy"	"4"	"81"	""	""	"menu:"	""
"EventFightSmallFinish"	"game\Utilities\Fight\EventFightSmall.rpy"	"85"	"19"	""	""	""	""
"FightStart"	"game\Utilities\Fight\FightSystemRuntime.rpy"	"1402"	"6"	""	""	""	""
"FightLoop"	"game\Utilities\Fight\FightSystemRuntime.rpy"	"1408"	"6"	""	""	""	""
"FightStartHuntCurrentRoom"	"game\Utilities\Fight\FightSystemRuntime.rpy"	"1414"	"12"	""	""	""	""
"FightDoAction"	"game\Utilities\Fight\FightSystemRuntime.rpy"	"1426"	"39"	""	"$ MainTxt = str(_fight_result.get(""text"", """") or """") || $ CurLocDesc = MainTxt || $ MainTxt = MainTxt + ""\n\nНа схватку уходит %d минут."" % int(_fight_minutes or 0)"	"$ current_action_items = [MenuItem(""Забрать добычу и вернуться"", Call(""FightEnd""))] || $ current_action_items = [MenuItem(""Вернуться"", Call(""FightEnd""))]"	""
"FightEnd"	"game\Utilities\Fight\FightSystemRuntime.rpy"	"1465"	"10"	""	""	""	""
"ForestSetTrap"	"game\Utilities\Fight\FightSystemRuntime.rpy"	"1475"	"13"	""	"$ MainTxt = str(_trap_result.get(""text"", """") or """") || $ CurLocDesc = MainTxt"	""	""
